model,target,capacity,months,rows,selected,true_positives_selected,precision,precision_min,precision_max,recall,prevalence,lift
decile,responded_strict,0.45,6,12135,5464,673,0.12314920650798343,0.11147902869757174,0.13071895424836602,0.7387659347189618,0.07507063050854175,1.640721112013427
decile,responded_strict,0.46,6,12135,5585,686,0.12281209119009355,0.1101511879049676,0.13118279569892474,0.7529226176828138,0.07507063050854175,1.6359328928798191
decile,responded_strict,0.47,6,12135,5705,691,0.12110671539701005,0.10887949260042283,0.12947368421052632,0.7583894627664768,0.07507063050854175,1.6131552113244199
decile,responded_strict,0.48,6,12135,5828,697,0.11957676607161673,0.10766045548654245,0.12873326467559218,0.7648891000821122,0.07507063050854175,1.5926465991741143
decile,responded_strict,0.49,6,12135,5949,706,0.11865916492150123,0.1075050709939148,0.12916246215943492,0.7747594349013921,0.07507063050854175,1.5803751919893374
decile,responded_strict,0.5,6,12135,6069,715,0.11779644902443659,0.10636182902584493,0.12957467853610286,0.7844528371816347,0.07507063050854175,1.5685093830317254
decile,responded_strict,0.51,6,12135,6192,728,0.11755833929412095,0.10613437195715676,0.12900096993210475,0.7986648551189175,0.07507063050854175,1.5652233249687744
decile,responded_strict,0.52,6,12135,6312,734,0.11627222602622388,0.1041069723018147,0.12749762131303521,0.8051950753799636,0.07507063050854175,1.548024122072933
decile,responded_strict,0.53,6,12135,6436,737,0.1144979313397132,0.1049671977507029,0.125,0.8086197329142103,0.07507063050854175,1.524641136470094
decile,responded_strict,0.54,6,12135,6556,748,0.114084089585729,0.1043956043956044,0.12362637362637363,0.820732051284581,0.07507063050854175,1.5191543703637198
decile,responded_strict,0.55,6,12135,6677,752,0.11261601793368071,0.10242587601078167,0.1223021582733813,0.8250777603533578,0.07507063050854175,1.4995314203602108
decile,responded_strict,0.56,6,12135,6798,756,0.11120258243531222,0.10061782877316858,0.12014134275618374,0.8295572702082795,0.07507063050854175,1.4808386452969626
